Deck	Front	Back	Tags
Pharma	A 68-year-old man is admitted to the hospital for management of a complicated femoral fracture.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Aminoglycosides cause ATN and ototoxicity. They inhibit the 30S ribosomal subunit and target gram-negative rods.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	mg/dL.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Priapism is a prolonged, often painful erection lasting more than 4 hours and is a urologic emergency. One of the most common pharmacologic causes is the use of phosphodiesterase-5 (PDE-5) inhibitors, such as tadalafil, which increase cGMP-mediated vasodilation in the corpus cavernosum. Prompt recognition and treatment, often with alpha-adrenergic agonists like phenylephrine, are critical to prevent permanent erectile tissue damage.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	mEq/L.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Dihydropyridine calcium channel blockers like amlodipine or nifedipine cause peripheral edema by preferentially dilating precapillary arterioles, increasing capillary hydrostatic pressure and fluid leakage into the interstitium.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	Cefepime<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Gentamicin</b><br><br>Drug-induced lupus erythematosus is commonly associated with medications like procainamide and is strongly linked to the presence of anti-histone antibodies.	pharma::general
Pharma	A 39-year-old man presents to the emergency department due to persistent penile discomfort that began earlier in the day.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Alpha-1 adrenergic antagonists</b><br><br>Steroids can cause myopathy.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 62-year-old woman presents with gradually worsening shortness of breath.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Pulmonary fibrosis</b><br><br>Amiodarone causes pulmonary fibrosis.	pharma::general
Pharma	A 29-year-old woman comes to the clinic for follow-up of primary infertility.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Ovarian torsion</b><br><br>Ovulatory induction enlarges the ovaries, predisposing them to torsion—a surgical emergency—whereas appendicitis, diverticulitis, PID, and ureterolithiasis are unrelated processes.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 29-year-old man is diagnosed with cluster headache after presenting with severe right-sided periorbital pain that consistently awakens him from sleep.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Verapamil</b><br><br>Cluster headache presents with severe, unilateral periorbital pain that wakes patients from sleep and is associated with ipsilateral lacrimation and nasal congestion. On USMLE, acute treatment is 100% oxygen, while verapamil is the drug of choice for prophylaxis. The HY side-effect of verapamil is constipation.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 28-year-old woman comes to the physician because of a 6-month history of progressive shortness of breath and dry cough.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Diffuse interstitial fibrosis with lymphocytic infiltration</b><br><br>Rheumatoid arthritis, and the first-line DMARD to treat it, methotrexate, both cause pulmonary fibrosis. Fibrosis causes a restrictive lung pattern on spirometry and will be described on CXR and CT as reticular or reticulonodular, which mean honeycombing.	pharma::general
Pharma	A 76-year-old man comes to the clinic for routine follow-up.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Add dabigatran</b><br><br>Long-term management of atrial fibrillation hinges on stroke prevention in high-risk patients, which requires oral anticoagulation. In stable patients, DOACs (like dabigatran) or warfarin are the preferred first-line agents for reducing thromboembolic risk.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 29-year-old man comes to the clinic for follow-up due to ongoing respiratory symptoms.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Add inhaled fluticasone to his regimen</b><br><br>Patients with mild persistent asthma require step-up therapy with a daily inhaled corticosteroid. Fluticasone reduces airway inflammation, improves symptoms, and prevents future exacerbations better than albuterol alone.	pharma::general
Pharma	A 6-month-old girl born at 36 weeks' gestation is evaluated as part of her pediatric screening.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Penicillin</b><br><br>Congenital syphilis is caused by Treponema pallidum, a spirochete. Nasal discharge, teeth abnormalities, saddle nose, and Saber shins are HY findings. Treat with penicillin.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Coronary vasoconstriction</b><br><br>Intracoronary acetylcholine normally triggers vasodilation via nitric oxide release, but in patients with endothelial dysfunction or vasospastic angina it paradoxically causes vasoconstriction.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 24-year-old man presents with a rash that has been coming and going for several years.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Atopic dermatitis presents with itchy flexural rashes from barrier dysfunction and Th2 inflammation. Initial treatment is emollients, trigger avoidance, and topical corticosteroids.	pharma::general
Pharma	A 33-year-old woman presents with complaints of fatigue, palpitations, and unintentional weight loss over the past two months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Blockade of iodination and coupling reactions in thyroid hormone synthesis</b><br><br>Methimazole acts at the molecular level by binding to thyroid peroxidase in the follicular lumen, preventing oxidation of iodide to iodine and blocking the organification and coupling of tyrosyl residues on thyroglobulin. This halts formation of T3 and T4.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 54-year-old man comes to the clinic for follow-up after starting a new blood pressure medication.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>In patients with bilateral renal artery stenosis, ACE inhibitors can cause a sharp decline in GFR by disrupting angiotensin II–dependent efferent arteriolar constriction. The creatinine rise is functional and reversible, highlighting the importance of recognizing hemodynamic mechanisms in acute kidney injury.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mg/dL and no proteinuria or hematuria.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Doxorubicin causes dilated cardiomyopathy.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 66-year-old man presents to the emergency department with sudden-onset substernal chest pain radiating to his left arm and jaw.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Atropine</b><br><br>Mobitz type I presents as gradually prolonging PR-intervals followed by a dropped QRS. Atropine is a muscarinic receptor antagonist that can increase heart rate. The specific assocation with Mobitz I here is incidental and irrelevant. You just need to know atropine increases HR.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 36-year-old woman is brought to the emergency department by her neighbor after collapsing while spraying insecticide in her backyard garden.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Administer intravenous atropine</b><br><br>Organophosphate poisoning causes cholinergic toxicity due to inhibition of acetylcholinesterase. Atropine is the first-line treatment to counteract life-threatening muscarinic effects, followed by pralidoxime to regenerate the active cholinesterase enzyme.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 12-year-old boy with newly diagnosed acute lymphoblastic leukemia is admitted for induction chemotherapy.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Tumor lysis syndrome results in hyperuricemia, hyperphosphatemia, hyperkalemia, and renal failure after chemotherapy. Allopurinol prevents uric acid formation by inhibiting xanthine oxidase, reducing crystal-induced kidney injury.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oxidizes uric acid into a more soluble compound</b><br><br>Statins lower LDL primarily by upregulating LDL receptors on hepatocytes, increasing plasma LDL clearance. They also inhibit HMG-CoA reductase, decreasing cholesterol synthesis — both are USMLE high-yield mechanisms. In patients with vascular disease or stroke, statins are essential for secondary prevention and plaque stabilization.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 57-year-old man presents to the emergency department with sudden-onset right-sided weakness and slurred speech that began approximately 30 minutes ago.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Binding bile acids to promote fecal cholesterol loss</b><br><br>Urge incontinence is caused by involuntary detrusor contractions during the bladder filling phase, resulting in sudden urgency and urine leakage. The first-line pharmacologic treatment is muscarinic receptor antagonists, which inhibit parasympathetic stimulation of the bladder to reduce overactivity. Alternative options may be considered if antimuscarinics are not tolerated, but proper diagnosis and exclusion of reversible causes such as infection are essential before initiating therapy.	pharma::pharmacology_general_principles_mechanisms_of_action
